# Fotometría NGC 1261 Kravtsov+2010
#
# bs = candidatas a blue stragglers
#
# Xpos   Ypos    Vmag     U-B     B-V     V-I   bs
# pix     pix     mag     mag     mag     mag   
#  
1220.4   922.4  20.779  99.999   0.404  99.999  99
1231.2   951.1  20.779  99.999   0.538   0.579  99
1288.1  1344.9  20.780  99.999   0.480   0.750  99
1179.8  1470.6  20.781  99.999   0.495   0.783  99
1230.8  1562.3  20.781  99.999   0.362   0.537  99
 974.0  1405.4  20.782  99.999   0.333   0.664  99
1453.2  1072.0  20.782  99.999   0.421   0.591  99
1355.8   420.5  20.783  99.999   0.379  99.999  99
 489.7  1968.6  20.784  99.999   0.476   0.582  99
1068.1   856.0  20.784  99.999   0.477   0.506  99
1080.4  1634.2  20.785  99.999   0.414   0.674  99
 645.9   986.0  20.786  99.999   0.445   0.687  99
 866.3  1408.3  20.787  99.999   0.418   0.683  99
1207.6   836.0  20.787  99.999   0.523   0.690  99
1532.2   912.8  20.787  99.999   0.547  99.999  99
 963.7  1474.0  20.787  99.999   0.476   0.632  99
 947.7  1066.6  20.788  99.999  99.999   0.358  99
 809.3  1328.1  20.788  99.999  99.999   0.633  99
1474.7  1208.1  20.788  99.999   0.497   0.574  99
1147.6   765.9  20.788  99.999  99.999   0.584  99
 728.3  1720.7  20.789  99.999   0.359   0.648  99
 708.2   643.3  20.791  99.999  99.999   0.721  99
1332.0  1107.2  20.791  99.999   0.426   0.401  99
 927.0  1331.5  20.792  99.999   0.261   0.673  99
1142.7  1318.6  20.792  99.999   0.476   0.750  99
 768.8  1084.0  20.793  99.999   0.581   0.589  99
 712.8  1161.8  20.793  99.999   0.462   0.647  99
 931.1  1312.0  20.793  99.999   0.494   0.490  99
1156.0   529.6  20.793  -0.311   0.347   0.738  99
 978.2  1472.8  20.794  99.999  99.999   0.661  99
1324.0  1385.2  20.794  99.999   0.274   0.691  99
1216.9   593.6  20.794  99.999   0.506   0.485  99
1072.1  1534.2  20.795  99.999   0.563   0.739  99
 960.9  1623.7  20.795  99.999   0.423   0.653  99
 819.8   723.0  20.795  99.999   0.361   0.555  99
1314.1  1273.3  20.796  -0.495   0.559   0.597  99
 843.0  1493.2  20.797  99.999   0.420   0.602  99
 715.6  1483.4  20.797  99.999  99.999   0.618  99
1021.7  1416.7  20.797  99.999   0.505   0.517  99
 764.9  1025.0  20.800  99.999   0.560   0.681  99
 895.7  1032.2  20.800  99.999   0.377  99.999  99
1116.4   466.1  20.800  99.999   0.557   0.569  99
 890.1  1424.4  20.801  99.999   0.369   0.572  99
1180.1  1382.3  20.802  99.999  99.999   0.574  99
 768.4  1304.7  20.802  99.999   0.487   0.599  99
1683.9  1194.9  20.802  99.999   0.611   0.646  99
1109.8  1430.6  20.802  99.999   0.458   0.546  99
1175.3   929.9  20.802  99.999   0.476   0.612  99
1420.4  1483.3  20.804  -0.227   0.408   0.764  99
 998.0  1416.6  20.805  99.999  99.999   0.809  99
 938.2  1451.2  20.805  99.999   0.444   0.495  99
 651.0   870.8  20.805  99.999   0.445   0.615  99
 836.3  1343.1  20.805  99.999   0.413   0.424  99
1122.9   669.7  20.806  99.999   0.456  99.999  99
 669.2  1389.4  20.806  99.999   0.459   0.678  99
 651.8  1120.2  20.807  99.999   0.457  99.999  99
1195.3   840.6  20.808  99.999   0.495   0.650  99
1042.0  1308.2  20.808  99.999   0.500   0.603  99
1380.8   735.4  20.809  99.999   0.392   0.474  99
 490.4  1246.2  20.809  99.999   0.419   0.639  99
1617.8  1171.3  20.809  99.999   0.455   0.642  99
1319.0  1017.8  20.810  99.999   0.593   0.587  99
 898.6   930.5  20.811  99.999   0.662   0.584  99
 987.4  1332.0  20.811  99.999   0.562   0.636  99
 872.0   917.2  20.811  99.999   0.458   0.675  99
1603.0   771.7  20.813  99.999   0.433  99.999  99
1797.2   977.5  20.813  99.999   0.416  99.999  99
1294.6  1306.6  20.813  99.999   0.247   0.574  99
1470.6  1030.5  20.815  99.999   0.321   0.577  99
1235.5   759.6  20.815  99.999   0.458   0.562  99
1190.4  1426.6  20.815  99.999   0.568   0.615  99
1074.2   626.8  20.815  99.999   0.420   0.602  99
1617.9  1446.4  20.815  99.999   0.455   0.537  99
1304.2   813.8  20.816  99.999   0.468   0.563  99
 953.7  1444.7  20.816  99.999   0.416   0.693  99
 894.0  1073.2  20.817  99.999   0.370   0.586  99
1305.3  1368.9  20.817  99.999   0.494   0.593  99
1159.7   845.4  20.818  99.999   0.518  99.999  99
 948.4  1407.9  20.819  99.999   0.528   0.601  99
1611.4   657.4  20.820  -0.543   0.455   0.616  99
 685.9  1427.3  20.822  99.999   0.499   0.638  99
1222.4   883.5  20.823  99.999   0.417   0.490  99
1211.3  1326.9  20.824  99.999   0.324   0.862  99
 816.6  1055.2  20.826  99.999  99.999   0.505  99
 763.2  1148.6  20.826  99.999   0.438   0.583  99
1101.9  1433.9  20.826  99.999   0.502   0.595  99
 880.4   880.0  20.826  99.999   0.375   0.578  99
1619.1   454.2  20.827  -0.245   0.517   0.433  99
1614.3   665.6  20.827  99.999  99.999   0.746  99
 985.4   847.9  20.829  99.999   0.516  99.999  99
 872.3  1792.6  20.831  99.999   0.432   0.588  99
1075.2   657.1  20.831  99.999   0.371   0.570  99
1562.1   829.5  20.832  99.999   0.340   0.628  99
 783.6   958.2  20.832  99.999   0.332   0.615  99
1158.4   962.9  20.832  99.999   0.445   0.537  99
1416.9  1153.0  20.832  99.999   0.534   0.540  99
 897.2  1212.4  20.832  -0.059   0.518  99.999  99
 901.1  1214.1  20.833  99.999  99.999   0.436  99
1052.8   847.5  20.833  99.999   0.431   0.484  99
 949.4  1325.7  20.834  99.999   0.418   0.611  99
1502.7  1243.4  20.834  99.999  99.999   0.620  99
1205.1   997.0  20.834  99.999   0.571   0.481  99
1345.4  1320.8  20.834  99.999   0.358   0.575  99
1326.6   930.1  20.834  99.999   0.644  99.999  99
 683.3   961.6  20.835  99.999   0.388  99.999  99
1303.8  1144.2  20.835  99.999   0.422   0.495  99
1160.4   706.5  20.837  99.999   0.495   0.653  99
 874.8  1328.9  20.837  99.999   0.506   0.607  99
1061.2  1372.8  20.839  99.999   0.470   0.517  99
 717.9  1386.4  20.839  99.999   0.458   0.647  99
1147.6  1494.3  20.842  99.999   0.439   0.565  99
1263.4  1137.4  20.843  99.999   0.452  99.999  99
 790.8   986.8  20.844  99.999   0.448   0.624  99
1283.0   944.2  20.845  99.999   0.621   0.715  99
1541.1   163.1  20.846  99.999  99.999   0.524  99
2226.2  1125.5  20.846  99.999   0.399   0.700  99
 763.7   848.6  20.847  99.999   0.473   0.643  99
 514.2   827.5  20.847  99.999   0.328   0.610  99
1184.4   833.1  20.847  99.999   0.391   0.475  99
  68.4  1531.3  20.848  99.999   0.334   0.678  99
 888.8  1416.4  20.849  99.999   0.438   0.562  99
1095.2  1674.4  20.850  99.999   0.417   0.741  99
1487.7   953.1  20.850  99.999   0.348  99.999  99
1395.7   803.4  20.852  99.999   0.394   0.576  99
1135.2   575.7  20.854  99.999   0.393   0.600  99
 848.2   735.8  20.854  99.999   0.410  99.999  99
1342.8  1632.1  20.854  99.999   0.341   0.635  99
1062.7   686.9  20.855  99.999   0.465   0.664  99
1183.1   859.9  20.855  99.999  99.999   0.597  99
 687.4  1289.6  20.855  99.999   0.456   0.571  99
1074.3   826.2  20.856  99.999   0.375   0.492  99
 642.5  1868.4  20.856  99.999   0.425   0.700  99
 497.2   574.1  20.857  99.999   0.348   0.565  99
1144.1   672.9  20.858  99.999   0.558   0.515  99
 707.1   920.4  20.859  99.999  99.999   0.634  99
 950.7  1298.8  20.862  99.999   0.605  99.999  99
1067.0  1806.4  20.863  99.999   0.404   0.681  99
1499.5  1059.2  20.863  99.999   0.336   0.743  99
1296.0  1113.7  20.864  99.999   0.513   0.462  99
1584.5  1634.1  20.864  99.999   0.471  99.999  99
1320.6  1081.9  20.864  99.999  99.999   0.631  99
 736.2  2010.8  20.864  99.999   0.442   0.625  99
1351.2  1453.1  20.864  99.999   0.392   0.553  99
 804.6   969.9  20.864  99.999  99.999   0.555  99
 629.4   663.9  20.865  99.999   0.444   0.489  99
 652.9  1813.4  20.865  99.999   0.369   0.654  99
 678.0   859.8  20.865  99.999  99.999   0.644  99
1095.2  1332.0  20.866  99.999  99.999   0.841  99
1160.8  1547.5  20.868  99.999   0.533   0.597  99
1164.8   937.1  20.868  99.999   0.639  99.999  99
 896.2  1556.2  20.869  99.999   0.512  99.999  99
 918.5   843.9  20.869  99.999   0.600  99.999  99
1427.7  1363.6  20.869  99.999  99.999   0.611  99
 735.3  1020.2  20.870  99.999   0.434   0.567  99
1215.8  1409.2  20.871  99.999   0.333  99.999  99
1049.7  1337.4  20.871  99.999   0.306  99.999  99
1235.3   868.3  20.871  99.999   0.399  99.999  99
1110.5   959.2  20.872  99.999   0.148  99.999  99
 583.8  1300.9  20.872  99.999   0.440  99.999  99
 874.6  1194.2  20.872  99.999   0.479   0.549  99
1549.5  1409.0  20.873  99.999  99.999   0.846  99
 318.6   936.8  20.874  99.999  99.999   0.585  99
1129.2   866.4  20.876  99.999  99.999   0.674  99
1422.9   978.3  20.876  99.999   0.349  99.999  99
 211.5   652.3  20.876  99.999   0.673   0.679  99
 795.3  1795.6  20.876  99.999   0.468   0.574  99
1576.4   690.7  20.877  99.999   0.476  99.999  99
 466.4   718.2  20.877  99.999   0.308   0.624  99
1291.2  1382.3  20.877  99.999   0.364   0.653  99
1375.1  1183.4  20.878  99.999   0.477  99.999  99
 887.6   894.5  20.878  99.999  99.999   0.532  99
1372.8   967.3  20.878  99.999   0.500   0.683  99
1250.5   959.0  20.878  99.999   0.414  99.999  99
1371.8  1359.2  20.878  99.999   0.367   0.696  99
1620.2  2044.7  20.879  99.999   0.605   0.815  99
1083.1   949.1  20.879  99.999  99.999   0.537  99
1398.4   924.9  20.881  99.999   0.462   0.446  99
1353.3  1242.6  20.882  99.999   0.395   0.677  99
 394.0  1085.7  20.883  99.999   0.333  99.999  99
1262.7   689.0  20.884  -0.116   0.557   0.596  99
 936.1   779.3  20.884  99.999   0.472   0.753  99
1087.6   809.1  20.885  99.999  99.999   0.608  99
2106.6  1797.4  20.885  99.999   0.491   0.683  99
 983.0  1385.2  20.886  99.999  99.999   0.679  99
1319.1  1402.5  20.886  99.999   0.276   0.744  99
1430.3  1164.3  20.886  99.999   0.366   0.640  99
 573.4  1956.1  20.887  99.999   0.371   0.737  99
 579.5  1768.3  20.887  99.999  99.999   0.910  99
1313.9  1035.2  20.887  99.999  99.999   0.446  99
 803.6  1256.9  20.888  99.999   0.438   0.509  99
 481.0  1571.4  20.888  99.999   0.470   0.769  99
1454.4  1210.1  20.888  99.999   0.543  99.999  99
1273.6  1191.2  20.889  99.999   0.448   0.604  99
1680.3  1245.7  20.890  99.999   0.544  99.999  99
 406.9   862.0  20.891  99.999   0.371   0.602  99
 782.5   874.1  20.891  99.999   0.477   0.489  99
 549.5  1189.6  20.891  99.999  99.999   0.667  99
 801.8  1287.5  20.892  99.999   0.405   0.530  99
 856.2  1604.4  20.892  99.999   0.431  99.999  99
 386.1   639.9  20.893  99.999   0.396   0.643  99
 716.5  1159.3  20.893  99.999   0.441   0.657  99
1221.3  1430.5  20.893  99.999   0.527   0.666  99
 232.0   966.7  20.893  99.999   0.455  99.999  99
1167.9  1350.7  20.894  99.999   0.652   0.725  99
1386.5  1141.7  20.894  99.999   0.450   0.617  99
 462.7   872.4  20.894  99.999   0.409  99.999  99
1375.3   870.9  20.894  99.999   0.480  99.999  99
 700.3  1043.1  20.894  99.999   0.395   0.663  99
 389.9  1400.3  20.894  -0.215   0.351   0.554  99
1468.2  1167.9  20.895  99.999   0.501   0.536  99
1252.6  1181.5  20.895  99.999   0.474   0.605  99
 641.5   875.8  20.896  99.999   0.301   0.616  99
 403.7  1292.8  20.896  99.999   0.395  99.999  99
1167.6  1406.2  20.896  99.999   0.591  99.999  99
1197.3  1001.7  20.896  99.999   0.613   0.561  99
1110.1  1410.3  20.896  99.999   0.685  99.999  99
 712.1  1035.9  20.897  99.999   0.412  99.999  99
1143.8  1404.6  20.897  99.999   0.349   0.487  99
1742.3  1239.7  20.897  99.999  99.999   0.651  99
 668.3   893.0  20.898  99.999   0.438  99.999  99
1228.9   712.1  20.899  99.999   0.382   0.611  99
1341.5  1294.1  20.899  99.999   0.559  99.999  99
 980.0  1517.8  20.899  99.999   0.370   0.618  99
 775.9  1121.2  20.900  99.999   0.409   0.555  99
2137.1  1562.6  20.900  99.999   0.471   0.619  99
1389.0   697.1  20.901  99.999   0.381   0.554  99
1472.8   972.2  20.901  99.999   0.497  99.999  99
1263.8  1892.3  20.901  99.999   0.411   0.654  99
1220.4   910.5  20.902  99.999   0.397   0.592  99
 779.3   344.3  20.903  99.999   0.287   0.665  99
1280.3   836.3  20.904  99.999   0.461   0.594  99
 999.3  1513.0  20.904  99.999  99.999   0.790  99
 404.7   896.4  20.906  99.999   0.468  99.999  99
1661.7  1445.5  20.906  99.999   0.481   0.599  99
 691.3  1493.2  20.907  99.999   0.461   0.696  99
1498.2   904.7  20.909  99.999   0.501  99.999  99
 900.5  1133.7  20.909  99.999   0.384   0.707  99
 848.3   814.3  20.909  99.999  99.999   0.576  99
 764.9  1173.5  20.909  99.999   0.600   0.688  99
1171.3  1685.6  20.910  99.999   0.419  99.999  99
1413.9  1112.3  20.910  99.999   0.305  99.999  99
1393.8  1015.3  20.911  99.999   0.478   0.606  99
 982.4  1297.9  20.912  99.999   0.163   0.755  99
 622.6  1289.5  20.912  99.999   0.426  99.999  99
 919.6  1440.5  20.912  99.999   0.399   0.514  99
1138.8  1421.0  20.912  99.999  99.999   0.776  99
 504.7   982.1  20.913  99.999   0.548   0.577  99
1187.1   908.1  20.914  99.999   0.274  99.999  99
 897.5  1274.8  20.914  99.999   0.524  99.999  99
 737.0  1185.5  20.915  99.999   0.418  99.999  99
 850.2   993.3  20.915  99.999   0.660   0.597  99
1337.1  1060.3  20.915  99.999   0.503   0.721  99
1378.1  1089.9  20.915  99.999  99.999   0.556  99
1045.2  1417.5  20.916  99.999   0.360  99.999  99
 774.4  1071.3  20.917  99.999   0.561  99.999  99
 822.7   957.7  20.917  99.999   0.411   0.587  99
 577.7  1225.0  20.918  99.999   0.491  99.999  99
 770.2  1337.4  20.918  99.999   0.447  99.999  99
 699.4  1220.1  20.918  99.999   0.466   0.655  99
1093.5   651.9  20.918  99.999   0.374   0.659  99
1212.1   888.0  20.919  99.999   0.310   0.539  99
1368.3  1046.8  20.919  99.999   0.588  99.999  99
 239.5  1058.9  20.919  99.999   0.503  99.999  99
 542.8  1263.9  20.919  99.999  99.999   0.530  99
1010.7  1466.9  20.921  99.999   0.494   0.672  99
1239.7   932.5  20.921  99.999   0.530   0.519  99
1075.3   617.9  20.922  99.999   0.527  99.999  99
 696.1  1186.9  20.922  99.999   0.534  99.999  99
1170.3   884.8  20.922  99.999   0.546  99.999  99
 980.1   958.9  20.922  99.999   0.528  99.999  99
1073.6   786.1  20.923  99.999   0.482   0.491  99
1243.3  1343.6  20.923  99.999   0.617   0.559  99
1008.3  2135.6  20.923  99.999   0.444   0.662  99
 818.4  1373.9  20.923  99.999   0.465  99.999  99
 926.8  1471.7  20.924  99.999  99.999   0.562  99
1320.5  1275.2  20.924  99.999  99.999   0.586  99
 656.7   629.8  20.924  -0.650   0.579   0.398  99
 923.5  1247.5  20.925  99.999   0.432   0.535  99
 900.7  1367.0  20.925  99.999   0.427  99.999  99
 326.9  1049.2  20.925  99.999   0.430   0.616  99
 798.0  1202.0  20.926  99.999   0.398   0.412  99
1573.8  1737.8  20.927  99.999   0.523   0.635  99
1858.7  1401.9  20.927  99.999   0.435   0.615  99
1243.7  1272.9  20.927  99.999  99.999   0.655  99
1109.6  1580.6  20.927  99.999   0.497   0.729  99
1123.8   872.8  20.929  99.999   0.482   0.533  99
1382.0  1191.8  20.929  99.999   0.495  99.999  99
1867.0  1478.0  20.930  99.999   0.452   0.646  99
1268.4   791.1  20.931  99.999   0.480  99.999  99
 995.6   828.9  20.931  99.999   0.394  99.999  99
1134.1   817.3  20.931  99.999   0.370   0.398  99
1340.0   912.5  20.933  99.999   0.425   0.525  99
 264.8   736.3  20.933  99.999   0.374  99.999  99
 895.1   687.7  20.933  99.999   0.288  99.999  99
1261.7   665.1  20.934  99.999   0.447   0.499  99
1127.4  1347.0  20.935  99.999   0.602   0.625  99
 869.9   872.8  20.936  99.999   0.519  99.999  99
1138.0  1349.6  20.938  99.999  99.999   0.598  99
 812.7  1274.0  20.938  99.999   0.513   0.504  99
1092.8  1381.1  20.939  99.999  99.999   0.544  99
 780.0  1078.1  20.939  99.999   0.491   0.374  99
 728.3  1349.0  20.939  99.999   0.458   0.561  99
1179.4   887.0  20.939  99.999   0.540  99.999  99
 758.7  1247.6  20.939  99.999   0.396   0.728  99
1370.2  1016.2  20.940  99.999   0.613  99.999  99
1210.6   974.0  20.940  99.999   0.468   0.706  99
1254.3   895.6  20.940  99.999   0.420  99.999  99
 720.5  1795.5  20.942  99.999  99.999   0.763  99
 827.1  1298.5  20.943  99.999   0.413   0.799  99
 494.1  1086.8  20.944  99.999   0.604   0.842  99
1181.2  1454.5  20.944  99.999   0.483   0.502  99
1179.8  1505.3  20.944  99.999   0.521   0.643  99
1109.2   837.1  20.945  99.999   0.408   0.516  99
 177.8   154.8  20.945  99.999  99.999   0.808  99
 557.4  1317.5  20.945  99.999   0.330   0.582  99
 957.9  1618.3  20.946  99.999   0.490   0.826  99
1610.1  1064.9  20.947  99.999  99.999   0.614  99
1212.5   927.5  20.947  99.999   0.510  99.999  99
 716.2   977.5  20.948  99.999   0.405  99.999  99
 544.0  1184.8  20.949  99.999   0.467  99.999  99
1247.5  1173.2  20.949  99.999   0.005   0.561  99
1291.1  1318.6  20.949  99.999   0.393   0.697  99
 574.7  1616.0  20.950  99.999  99.999   0.581  99
 730.5  1411.4  20.951  99.999  99.999   0.731  99
1233.4   902.2  20.951  99.999   0.472  99.999  99
1167.4   974.2  20.952  99.999   0.251   0.250  99
1165.2   801.1  20.952  99.999   0.424  99.999  99
1036.4  1680.0  20.952  99.999   0.446  99.999  99
1525.6  1057.4  20.953  99.999   0.423  99.999  99
 745.8   986.3  20.953  99.999   0.448   0.800  99
1266.8   921.8  20.954  99.999  99.999   0.744  99
 797.3  1395.0  20.954  99.999  99.999   0.521  99
1364.5   837.5  20.954  99.999   0.368   0.642  99
1354.7  1307.5  20.954  99.999  99.999   0.540  99
 563.0  1611.6  20.955  99.999   0.685   0.626  99
 783.3  1364.7  20.955  99.999   0.517   0.664  99
1049.7   737.0  20.955  99.999   0.549   0.537  99
 653.7  1575.7  20.955  99.999   0.533   0.504  99
 866.3   992.9  20.956  99.999   0.443   0.607  99
 980.8   686.2  20.956  99.999   0.457   0.451  99
1233.6  1121.6  20.957  99.999   0.516   0.784  99
2102.1  2273.5  20.959  99.999  99.999   0.693  99
1339.2   772.4  20.960  99.999   0.535  99.999  99
1633.3  1970.0  20.961  99.999   0.310   0.731  99
1471.5  1009.2  20.963  99.999   0.460  99.999  99
 898.1  1327.7  20.963  99.999   0.456   0.540  99
 955.6  1716.6  20.963  99.999   0.342   0.684  99
 828.8  1342.9  20.964  99.999   0.454   0.521  99
1337.8  1035.4  20.965  99.999   0.250   0.507  99
1330.9  1212.5  20.965  99.999   0.324  99.999  99
1051.9   960.1  20.965  99.999   0.539  99.999  99
1819.4  1631.7  20.965  99.999   0.535  99.999  99
 992.0   670.6  20.966  99.999   0.609   0.463  99
 470.5  1170.5  20.967  99.999   0.449   0.441  99
 935.9  1333.6  20.967  99.999   0.390  99.999  99
1476.5   518.7  20.968  99.999   0.459   0.699  99
 608.7  1249.7  20.968  99.999   0.511   0.603  99
1310.9   776.8  20.968  99.999   0.421   0.487  99
 768.5  1193.9  20.969  99.999   0.382   0.568  99
1152.7  1389.1  20.969  99.999   0.433   0.559  99
1384.2   769.1  20.970  99.999  99.999   0.601  99
 983.3   791.4  20.970  99.999   0.473   0.492  99
1508.3  1264.0  20.970  99.999   0.478   0.690  99
1072.9   932.8  20.970  99.999  99.999   0.536  99
 836.2  1382.7  20.972  99.999   0.246  99.999  99
1148.2   928.3  20.972  99.999  99.999   0.832  99
1243.5  1375.4  20.972  99.999   0.481   0.675  99
 558.7   648.0  20.972  99.999   0.379   0.558  99
1486.7  1074.0  20.973  99.999   0.403   0.628  99
 904.2  1268.9  20.973  99.999  99.999   0.880  99
 883.7  1391.6  20.974  99.999   0.401   0.646  99
1370.8  1430.3  20.975  99.999   0.336  99.999  99
1068.3  1414.2  20.976  99.999   0.564   0.710  99
 798.5  1243.2  20.977  -0.298   0.350  99.999  99
1028.6  1362.6  20.977  99.999  99.999   0.570  99
1359.2   792.3  20.977  99.999   0.315  99.999  99
 890.3  1135.0  20.977  99.999  99.999   0.787  99
 987.0   786.3  20.977  99.999   0.475   0.538  99
 928.7  1594.4  20.978  99.999   0.234   0.687  99
1843.0  2038.9  20.978  99.999   0.464   0.630  99
1418.8  1312.1  20.978  99.999   0.381  99.999  99
1445.9   946.0  20.979  99.999   0.466  99.999  99
2092.1  1112.1  20.980  99.999   0.537   0.943  99
 775.1   788.2  20.980  99.999   0.364  99.999  99
1127.5  1560.5  20.981  99.999  99.999   0.861  99
 975.3   900.2  20.981  99.999   0.356  99.999  99
1017.9   683.5  20.981  99.999   0.370   0.647  99
1726.4  1343.7  20.982  -0.273   0.444  99.999  99
1247.8  1097.7  20.982  99.999   0.361   0.247  99
 817.8   976.3  20.983  99.999   0.535  99.999  99
1542.7  1389.7  20.983  99.999   0.646  99.999  99
1371.9   497.7  20.985  99.999   0.454   0.654  99
1204.3   851.9  20.986  99.999  99.999   0.695  99
 813.9  1824.9  20.986  99.999   0.494   0.755  99
1731.2  1537.6  20.986  99.999   0.442  99.999  99
1250.8   625.6  20.986  99.999  99.999   0.750  99
1378.9  1567.0  20.987  99.999   0.438   0.656  99
1228.5  1666.1  20.987  99.999   0.264   0.694  99
1300.2  1305.5  20.990  99.999   0.532   0.815  99
 763.2  1484.7  20.990  99.999  99.999   0.701  99
 947.8   889.9  20.991  99.999   0.390  99.999  99
 890.0  1532.4  20.991  99.999   0.347   0.586  99
1905.3  1140.9  20.992  99.999   0.491   0.588  99
1367.9   547.6  20.992  99.999   0.485   0.415  99
 952.7   910.2  20.993  99.999   0.480   0.418  99
1017.0  1025.9  20.993  99.999  99.999   1.010  99
1583.8  1239.2  20.994  99.999   0.387   0.621  99
1422.6  1233.0  20.995  99.999   0.440   0.528  99
 973.5  1500.4  20.995  99.999   0.386  99.999  99
1108.4  1512.2  20.997  99.999  99.999   0.656  99
1391.6   949.6  20.997  99.999   0.475   0.694  99
1273.8  1488.0  20.998  99.999   0.507   0.572  99
2030.1  1538.1  20.999  99.999   0.412   0.633  99
 732.9   902.3  20.999  99.999   0.378  99.999  99
 541.6   927.4  21.000  99.999   0.521   0.794  99
1382.0  1126.5  21.000  99.999  99.999   0.629  99
1238.9  1515.5  21.001  99.999   0.409   0.596  99
 819.4   634.8  21.001  99.999   0.394   0.771  99
1122.5  1298.3  21.003  99.999   0.426  99.999  99
 879.7  1257.4  21.003  99.999   0.609  99.999  99
1397.5  1195.1  21.003  99.999   0.405  99.999  99
 924.8  1062.8  21.003  99.999   0.518   0.487  99
1086.6   717.5  21.004  99.999   0.166  99.999  99
 955.0  1007.8  21.005  99.999   0.286   0.411  99
1570.8  1528.8  21.006  99.999   0.400   0.629  99
1416.7   607.1  21.006  99.999   0.444   0.698  99
1392.6   658.6  21.006  99.999   0.490   0.407  99
1274.8  1761.3  21.007  99.999   0.569  99.999  99
1377.4  1101.0  21.008  99.999   0.482   0.539  99
1235.4  1392.4  21.008  99.999   0.418   0.703  99
1738.5  1225.3  21.008  99.999   0.456   0.610  99
1197.4  1244.6  21.008  99.999   0.237  99.999  99
 534.2   890.3  21.009  99.999   0.458  99.999  99
1056.4   983.7  21.009  99.999   0.324  99.999  99
 910.9  1486.2  21.010  99.999  99.999   0.715  99
1302.2  1107.4  21.011  99.999   0.595   0.579  99
 895.0  1374.3  21.011  99.999   0.439   0.715  99
1204.3   783.4  21.011  99.999   0.430   0.711  99
 953.0  1241.9  21.012  99.999   0.300   0.536  99
 802.7  1890.2  21.012  99.999  99.999   0.697  99
1049.8  1406.6  21.012  99.999   0.453   0.532  99
1994.0  1950.7  21.012  99.999   0.360   0.646  99
 749.6  1130.4  21.012  99.999   0.490   0.670  99
 985.6  1398.2  21.012  99.999   0.479   0.681  99
1302.6  1041.9  21.013  99.999   0.565   0.796  99
 785.4  2166.3  21.013  99.999   0.466  99.999  99
 974.9   632.7  21.013  99.999   0.435   0.695  99
 717.5  1152.5  21.014  99.999   0.470   0.570  99
 728.3  1160.8  21.014  99.999   0.471  99.999  99
1674.5   852.1  21.014  99.999   0.380   0.612  99
 907.2   615.9  21.015  99.999   0.552  99.999  99
2183.5  1364.9  21.015  99.999   0.441   0.566  99
1723.2   665.6  21.015  99.999   0.431   0.560  99
 763.2   945.4  21.015  99.999  99.999   0.651  99
 766.3  1136.9  21.017  99.999   0.320  99.999  99
 256.4  2151.5  21.017  99.999   0.723  99.999  99
1044.1  1567.9  21.018  99.999  99.999   0.720  99
1224.5  1482.4  21.018  99.999   0.579   0.705  99
1327.3   480.5  21.018  99.999   0.479  99.999  99
1125.8  1389.5  21.019  99.999   0.654  99.999  99
 722.9  1015.9  21.019  -0.109   0.445   0.589  99
1679.1   778.2  21.019  99.999  99.999   0.759  99
 914.2  1219.0  21.019  99.999   0.611   0.587  99
1236.3  1244.0  21.020  99.999   0.544   0.532  99
 253.4  1287.3  21.021  99.999   0.479  99.999  99
1942.8  1513.4  21.022  99.999   0.389   0.692  99
1025.9  1707.1  21.022  99.999   0.276   0.595  99
 941.0  1331.2  21.022  99.999   0.527  99.999  99
1237.2  1125.3  21.025  -0.333   0.644   0.282  99
1653.9  1070.9  21.025  99.999   0.491   0.650  99
 908.8  1632.6  21.025  99.999  99.999   0.909  99
1006.8  1541.3  21.025  99.999  99.999   0.485  99
 759.0  1187.2  21.026  99.999   0.471   0.738  99
1274.9  1399.8  21.027  99.999   0.499   0.625  99
1010.7  1430.8  21.028  99.999  99.999   0.700  99
1295.3   865.6  21.028  99.999   0.372   0.677  99
1202.6   993.3  21.029  99.999   0.553   0.433  99
1751.8   881.9  21.029  99.999   0.464  99.999  99
1327.4   552.6  21.030  99.999   0.455   0.639  99
1080.0   755.8  21.030  99.999   0.375   0.481  99
1029.0  2315.6  21.031  99.999   0.401   0.769  99
 877.2   712.1  21.032  99.999   0.437   0.503  99
1433.3  1502.2  21.033  99.999   0.520   0.668  99
1178.6  1731.1  21.034  99.999   0.540   0.864  99
 741.7  1063.4  21.034  99.999   0.486   0.752  99
1781.9   614.7  21.034  99.999   0.520  99.999  99
1075.6   843.4  21.035  99.999   0.472   0.331  99
1023.6  1658.2  21.035  99.999  99.999   0.573  99
1014.2   687.1  21.035  99.999  99.999   0.628  99
 667.6   997.1  21.036  99.999   0.369   0.584  99
1016.4   827.1  21.036  99.999  99.999   0.843  99
1309.2  1391.3  21.037  99.999   0.667  99.999  99
1340.3  1312.2  21.038  99.999   0.551   0.522  99
1031.5   866.8  21.038  99.999   0.722  99.999  99
1381.0  2108.4  21.038  99.999  99.999   1.891  99
1127.5   828.4  21.038  99.999   0.381  99.999  99
 949.1  1009.6  21.039  99.999   0.422   0.514  99
 464.7  1292.0  21.040  99.999   0.519  99.999  99
1031.9   822.8  21.040  99.999   0.498  99.999  99
 503.6  1282.7  21.040  99.999   0.418  99.999  99
1046.1   716.5  21.042  99.999   0.493   0.478  99
1782.7  1331.3  21.042  99.999  99.999   0.700  99
