# Fotometría NGC 1261 Kravtsov+2010
#
# bs = candidatas a blue stragglers
#
# Xpos   Ypos    Vmag     U-B     B-V     V-I   bs
# pix     pix     mag     mag     mag     mag   
#  
1095.4   893.1  20.488  99.999   0.445   0.638  99
1554.1   754.2  20.489  99.999  99.999   0.565  99
1295.2  1376.7  20.490  99.999   0.483   0.557  99
1187.0   624.3  20.490  99.999   0.434   0.533  99
 520.8  1416.7  20.490  99.999   0.399   0.634  99
1226.7  1349.0  20.492  99.999   0.319   0.524  99
1273.8   976.8  20.492  99.999   0.413   0.574  99
1207.7  1370.9  20.493  99.999   0.408   0.538  99
 763.4  1291.2  20.493  99.999   0.409   0.538  99
 924.5  1228.1  20.493  99.999   0.749   0.905  99
1151.3   933.6  20.493  99.999   0.459  99.999  99
1231.0  1242.8  20.494  99.999   0.508   0.328  99
 858.7  1248.9  20.494  99.999   0.475   0.523  99
1405.8   811.3  20.494  99.999   0.450   0.585  99
1586.2  1312.9  20.495  99.999   0.446   0.469  99
 529.6  1070.0  20.495  99.999   0.579   0.688  99
1483.6  1193.9  20.496  99.999   0.373   0.541  99
1604.6  1371.1  20.497  -0.289   0.401   0.618  99
1165.7  1358.1  20.497  99.999   0.524   0.671  99
 849.8  1413.5  20.497  99.999   0.377   0.636  99
1153.1  1504.8  20.498  -0.191   0.434   0.562  99
1245.2   985.8  20.498  -0.244   0.417   0.597  99
1239.9  1129.2  20.498  99.999   0.407   0.483  99
1116.8   905.0  20.498  99.999   0.480   0.611  99
 839.9  1529.0  20.500  99.999   0.420   0.641  99
 822.7  1509.7  20.500  99.999   0.425   0.724  99
1346.3  1093.8  20.501  99.999   0.468  99.999  99
 798.0   834.0  20.504  99.999   0.369   0.564  99
1227.0  1313.9  20.504  99.999  99.999   0.674  99
1326.0  1096.9  20.504  99.999   0.379   0.525  99
1352.0  1154.6  20.504  99.999   0.444   0.697  99
 746.1  1267.0  20.504  99.999   0.437   0.503  99
 861.9   684.2  20.505  99.999   0.458   0.573  99
 919.0  1199.0  20.505  99.999   0.362   0.634  99
1120.0   640.3  20.505  99.999   0.409   0.576  99
 748.9   981.6  20.506  99.999   0.401   0.519  99
1237.4  1071.4  20.506  99.999   0.444   0.371  99
1787.5   853.4  20.506  99.999   0.348   0.668  99
1249.5   911.4  20.508  -0.174   0.511   0.576  99
1067.4  1697.9  20.508  -0.329   0.442   0.516  99
1107.6   777.1  20.509  99.999   0.390   0.596  99
1549.7  1355.2  20.509  99.999   0.391   0.544  99
1406.2   947.9  20.510  99.999   0.317   0.571  99
1343.5  1077.4  20.510  99.999   0.418   0.579  99
1311.8  1136.4  20.510  99.999   0.309   0.516  99
 938.9   785.0  20.511  99.999   0.402   0.497  99
1288.4  1126.5  20.511  99.999   0.428   0.520  99
1293.0   911.6  20.511  99.999   0.383   0.598  99
1276.5  1033.7  20.512  99.999   0.464   0.664  99
1078.0  1576.3  20.512  99.999   0.404   0.531  99
 831.2  1169.6  20.513  99.999   0.474   0.490  99
1365.5   653.9  20.514  99.999   0.371  99.999  99
1165.6  1307.4  20.514  99.999   0.477   0.529  99
1701.1  1910.1  20.515  99.999   0.413   0.592  99
 675.3  1277.1  20.515  99.999   0.379   0.524  99
 907.3  1333.5  20.517  -0.312   0.406   0.480  99
1178.9  1478.8  20.519  99.999   0.436   0.650  99
 792.7  1161.9  20.519  99.999   0.409   0.556  99
 983.7  1812.1  20.520  99.999  99.999   0.598  99
1692.6   774.3  20.520  99.999   0.451   0.616  99
 837.2  1004.7  20.523  99.999   0.443   0.469  99
 791.0  1105.4  20.524  99.999   0.458   0.575  99
1497.6  1361.0  20.524  99.999   0.474   0.735  99
 683.0  1199.2  20.525  99.999   0.503   0.573  99
 760.7  1552.0  20.526  99.999   0.425  99.999  99
1419.7  1247.1  20.526  99.999   0.405   0.602  99
1092.2  1826.0  20.526  99.999  99.999   0.892  99
 696.9   946.9  20.526  99.999   0.444   0.648  99
 979.3  1572.6  20.526  -0.580   0.461   0.664  99
 905.9   934.7  20.527  99.999   0.338   0.552  99
1138.8   650.4  20.528  99.999   0.450   0.627  99
1988.6  1769.0  20.528  99.999  99.999   0.679  99
1583.1  1148.4  20.529  99.999   0.392   0.637  99
 885.6  1129.0  20.530   0.044   0.392   0.600  99
 950.0  1764.3  20.531  99.999   0.429   0.663  99
 882.0  1055.8  20.532  99.999   0.498   0.514  99
1001.7  1481.9  20.533  -0.126   0.359   0.571  99
 809.5  1096.4  20.533  99.999   0.502   0.576  99
1439.2  1057.5  20.535  99.999   0.419   0.657  99
1521.6   823.2  20.535  -0.093   0.394   0.529  99
1238.1  1682.6  20.535  99.999   0.374   0.628  99
1333.0  1645.5  20.535  99.999   0.431   0.558  99
 843.6   687.1  20.535  99.999   0.434   0.513  99
 769.0  1523.2  20.536  99.999   0.475   0.555  99
1277.2  1291.8  20.536  99.999   0.441   0.461  99
1127.8  1397.7  20.536  99.999   0.523   0.605  99
1188.0  1215.7  20.536  99.999   0.463   0.841  99
 947.0  1412.5  20.537  99.999   0.281   0.574  99
 931.2  1123.1  20.537  99.999   0.533   0.473  99
 791.2  1591.9  20.537  99.999   0.423   0.561  99
1101.9   760.6  20.538  99.999   0.394   0.664  99
1379.9  1229.5  20.539  -0.204   0.469   0.705  99
1574.2  1249.9  20.539  99.999   0.334   0.583  99
1242.3  1240.0  20.539  99.999  99.999   0.530  99
1103.0  1734.5  20.539  99.999   0.412   0.446  99
1000.3  1237.2  20.539  99.999  99.999   0.817  99
1303.8  1754.5  20.540  99.999   0.427   0.610  99
1280.8  1251.3  20.540  99.999   0.394   0.561  99
 986.2  1343.8  20.540  99.999   0.412   0.625  99
1713.2   961.1  20.541  -0.550   0.460   0.554  99
 862.2  1465.2  20.541  99.999   0.409   0.599  99
 881.5  1301.0  20.541  99.999   0.371   0.478  99
 912.7   983.2  20.541  99.999   0.445   0.498  99
 739.8  1278.8  20.541  99.999   0.440   0.545  99
1246.6  1026.6  20.541  99.999   0.552   0.402  99
1141.9  1602.8  20.542  99.999   0.395   0.610  99
 324.2  2129.6  20.542  99.999   0.290   0.824  99
 918.7   969.9  20.543  99.999   0.430   0.419  99
1271.2  1757.9  20.544  99.999   0.448   0.557  99
1330.3  1484.4  20.545  99.999   0.429   0.504  99
  83.7   283.0  20.545  99.999  99.999   0.667  99
1306.1  1076.9  20.545  99.999   0.521   0.403  99
2154.2  1032.0  20.546  99.999   0.488   0.579  99
 495.9  1345.7  20.546  99.999   0.438   0.612  99
1010.5  1253.2  20.546  99.999   0.427   0.758  99
1025.1   523.7  20.546  99.999   0.460   0.574  99
1574.6   832.3  20.547  99.999   0.420   0.490  99
 448.7   897.0  20.548  99.999   0.403   0.586  99
1306.6   847.4  20.548  99.999   0.470   0.660  99
 273.4  1041.2  20.548  99.999  99.999   0.575  99
1412.9  1373.6  20.548  99.999   0.347   0.523  99
 889.5  1604.7  20.549  99.999   0.350   0.615  99
1084.4   915.2  20.551  99.999   0.604  99.999  99
1062.0  1049.1  20.551  99.999  99.999   0.821  99
1167.0  1372.8  20.551  99.999   0.388   0.554  99
 786.3  1021.3  20.552  99.999   0.437   0.629  99
1018.4  1371.5  20.552  99.999   0.672  99.999  99
1305.5  1451.4  20.552  99.999   0.436   0.658  99
 836.8  1075.0  20.552  99.999   0.442   0.541  99
 730.5  1582.3  20.553  99.999   0.471   0.593  99
1146.3  1975.9  20.553  99.999   0.436   0.607  99
1412.2  1085.1  20.553  99.999   0.433   0.555  99
1384.6   861.1  20.553  99.999   0.474   0.474  99
1346.6   907.6  20.554  99.999   0.453   0.501  99
1599.4   960.8  20.555  99.999   0.425   0.554  99
1729.1  1081.2  20.555  99.999   0.362   0.596  99
1485.4   996.4  20.555  99.999   0.479   0.507  99
 718.8   887.3  20.555  99.999   0.431   0.630  99
 981.8  1334.3  20.556  99.999   0.458   0.542  99
1211.8   536.8  20.556  99.999   0.419   0.786  99
1325.1  1368.8  20.556  99.999   0.723   0.762  99
1838.6  1741.6  20.556  99.999   0.365   0.629  99
 878.0  1632.6  20.556  99.999   0.436   0.532  99
1356.5  1157.9  20.556  99.999  99.999   0.397  99
 788.0  1383.9  20.557  99.999   0.431   0.516  99
1211.2  2142.3  20.557  99.999   0.475   0.507  99
1169.5  1382.8  20.558  99.999   0.260   0.368  99
1193.7   646.0  20.558  99.999   0.400   0.511  99
1377.7  1289.6  20.558  99.999   0.510  99.999  99
1128.8   848.4  20.558  99.999   0.532   0.570  99
 687.1   885.5  20.558  99.999   0.440   0.537  99
1137.9   808.8  20.559  99.999   0.443   0.468  99
1215.5  1744.3  20.559  99.999   0.393   0.682  99
1407.3   521.4  20.561  99.999   0.455   0.591  99
 734.6  1575.8  20.562  99.999   0.518   0.634  99
1466.7   676.1  20.562  99.999   0.402   0.590  99
 927.0   543.4  20.563  99.999   0.515   0.514  99
1311.2   801.3  20.563  99.999   0.385   0.623  99
 784.1  1236.5  20.563  99.999   0.516   0.602  99
 954.0  1030.7  20.564  99.999   0.547   0.719  99
 851.8   951.6  20.564  99.999   0.543   0.655  99
1431.2   747.4  20.564  99.999   0.440   0.523  99
1243.2  1268.1  20.564  99.999  99.999   0.691  99
1442.3  1934.5  20.566  99.999   0.395   0.636  99
1157.9  1808.5  20.566  -0.179   0.396   0.497  99
 962.5   893.6  20.568  99.999   0.452   0.572  99
1218.1  1311.5  20.570  99.999   0.516   0.528  99
 707.9  1134.7  20.570  99.999   0.446   0.594  99
1357.6  1149.9  20.572  99.999   0.394   0.597  99
 586.1   803.1  20.572  99.999   0.383   0.686  99
 833.0  1144.5  20.572  99.999   0.459   0.582  99
 328.8  1236.6  20.573  99.999   0.455   0.648  99
1148.2  1341.8  20.573  99.999   0.537  99.999  99
 856.7   938.5  20.573  99.999   0.494   0.540  99
1359.1  1245.4  20.573   0.129   0.351   0.610  99
 766.5   935.7  20.573  99.999   0.393   0.638  99
 800.4  1037.9  20.573  99.999   0.472   0.610  99
 990.0   824.9  20.573  99.999   0.400   0.601  99
1391.4  1249.2  20.574  99.999   0.406   0.486  99
 788.1   994.7  20.574  99.999  99.999   0.526  99
 807.8  1470.9  20.574  99.999   0.293   0.649  99
1349.2  1189.7  20.575  99.999   0.550   0.594  99
1803.5   903.4  20.575  -0.332   0.408   0.625  99
1246.0   959.9  20.576  99.999   0.336   0.596  99
1203.9   668.4  20.577  99.999   0.417   0.577  99
1540.3   733.1  20.577  99.999   0.414   0.623  99
1374.2  1146.2  20.577  99.999   0.414   0.558  99
1011.9  1027.0  20.577  99.999  99.999   0.559  99
1164.7  1479.4  20.577  99.999   0.394   0.570  99
1403.0   910.3  20.577  99.999   0.364   0.551  99
 515.9  2034.0  20.578  99.999   0.538   0.576  99
 804.0   811.9  20.579  99.999   0.479   0.599  99
 962.6   795.5  20.580  99.999   0.365   0.544  99
1254.7  1448.8  20.580  99.999   0.385   0.585  99
1118.7  1335.2  20.580  99.999   0.403   0.511  99
 843.1   978.7  20.580  99.999   0.440   0.500  99
 930.0  1861.7  20.581  99.999   0.412   0.562  99
 818.2  1575.0  20.582  99.999   0.393   0.599  99
 888.6   919.1  20.582  99.999  99.999   0.504  99
 881.1  1349.2  20.582  99.999   0.584   0.591  99
 869.4   716.2  20.582  99.999   0.447  99.999  99
 888.3  1357.5  20.583  99.999   0.525   0.637  99
1293.5  1126.5  20.583  99.999  99.999   0.503  99
 728.4  1142.2  20.584  99.999   0.459   0.506  99
 843.5  1266.9  20.584  99.999   0.455   0.509  99
 743.7  1779.9  20.584  -2.109   0.468   0.650  99
1278.9  1563.7  20.586  99.999   0.426   0.696  99
1143.7  1274.4  20.586  99.999   0.591   0.591  99
 603.4  1113.0  20.586  99.999   0.523   0.565  99
 953.6   637.9  20.586  99.999   0.402   0.564  99
1080.6  1441.7  20.587  99.999   0.593   0.542  99
 630.2  1642.4  20.587  99.999   0.434   0.576  99
 867.4  1330.5  20.587  99.999   0.419   0.470  99
 983.9  1338.1  20.588  99.999   0.445   0.545  99
1132.8  1434.9  20.589  99.999   0.597   0.651  99
 833.3  1220.6  20.589  99.999   0.569   0.579  99
 750.5   954.7  20.589  99.999   0.654   0.567  99
 870.2  1251.4  20.590  99.999   0.569   0.475  99
1322.1   979.4  20.590  99.999   0.251   0.377  99
1462.3  1334.7  20.590  99.999   0.469   0.582  99
 600.6   763.9  20.591  99.999   0.353   0.647  99
 599.0  1641.6  20.592  99.999   0.384   0.609  99
1726.1  1224.1  20.592  99.999   0.470   0.556  99
 751.2  1164.5  20.592  99.999   0.434   0.589  99
2189.9  1856.9  20.592  99.999   0.422   0.606  99
 773.7  1027.1  20.593  99.999   0.407   0.538  99
 895.1  1490.0  20.593  -0.193   0.410  99.999  99
 925.3  1009.8  20.593  99.999  99.999   0.590  99
 882.7  1445.3  20.593  99.999   0.386   0.656  99
 920.5  1065.8  20.594  -0.368   0.476   0.471  99
 978.6  1418.4  20.597  99.999   0.497  99.999  99
1198.0  1543.2  20.598  99.999   0.454   0.708  99
 348.4  1445.4  20.598  99.999   0.331   0.615  99
1058.7  1447.5  20.598  99.999   0.483   0.557  99
 956.6  1189.5  20.599  -0.320   0.479   0.550  99
 606.0  1470.1  20.599  99.999   0.386   0.606  99
1262.0   339.7  20.599  99.999   0.505   0.576  99
1223.7  1086.5  20.599  99.999  99.999   0.546  99
 846.2  1103.9  20.600  99.999   0.638   0.708  99
1272.3  1129.3  20.600  99.999   0.493  99.999  99
1316.7  1314.2  20.600  99.999   0.484   0.544  99
 966.2  1582.9  20.601  99.999   0.408   0.594  99
 683.1  2069.6  20.601  99.999   0.478   0.631  99
1128.5   929.5  20.603  99.999  99.999   0.544  99
1249.0   951.4  20.603  99.999   0.533   0.357  99
 890.7   816.9  20.604  99.999   0.378   0.509  99
1487.2  1353.2  20.605  -0.160   0.407   0.605  99
1239.1   806.8  20.605  99.999   0.462   0.637  99
1283.8   972.0  20.605  99.999   0.546   0.662  99
1301.1  1036.9  20.605  99.999   0.524   0.698  99
1248.7  1599.6  20.605  99.999   0.448   0.615  99
1137.1  1265.5  20.606  99.999   0.627   0.418  99
1402.8  1261.1  20.607   0.040   0.498   0.630  99
 807.3  1539.1  20.607  -0.395   0.484   0.578  99
1225.4  1073.1  20.608  99.999  99.999   0.342  99
 401.1  1672.3  20.609  99.999   0.430   0.591  99
1426.7  1094.1  20.609  -0.340   0.439   0.583  99
1599.3  1523.2  20.609  -0.516   0.514  99.999  99
1140.9   870.2  20.609  99.999   0.424   0.420  99
1074.7  1482.6  20.610  99.999   0.382  99.999  99
2128.6  1387.8  20.610  99.999   0.671   0.879  99
1252.5  1093.2  20.610  99.999  99.999   0.520  99
 939.1  1466.4  20.611  99.999   0.408   0.583  99
1412.5   803.3  20.611  99.999   0.446   0.621  99
 828.7  1542.4  20.612  -0.544   0.486   0.631  99
 760.2   897.3  20.613  99.999   0.492   0.581  99
1225.0  1150.0  20.614  99.999   0.461   0.546  99
 786.3  1214.7  20.615  99.999   0.367   0.609  99
 831.4  1586.1  20.615  99.999   0.446   0.617  99
 736.4  1464.1  20.616  99.999   0.486   0.587  99
1065.4  1397.2  20.616  99.999   0.512   0.673  99
 983.1  1448.3  20.616  99.999   0.513   0.584  99
1243.0   903.6  20.618  99.999   0.423   0.536  99
1294.6   845.5  20.618  99.999   0.427   0.557  99
1799.5  1323.4  20.619  99.999   0.357   0.563  99
 901.5  1086.1  20.620  99.999   0.397   0.443  99
1693.3   687.9  20.621  99.999   0.627   0.721  99
1707.9   999.7  20.621  99.999   0.452  99.999  99
1768.0  1098.9  20.621  99.999   0.480   0.869  99
 785.3  1185.2  20.622  99.999   0.452   0.599  99
 914.9  1287.9  20.623  99.999   0.469   0.560  99
1055.5  2333.2  20.623  99.999   0.494   0.767  99
 485.2  1017.9  20.624  99.999   0.419   0.520  99
 572.8  1011.5  20.624  99.999   0.408   0.619  99
1204.7   964.9  20.624  99.999   0.472   0.612  99
1498.7   977.4  20.624  99.999   0.462   0.584  99
2203.2  2194.8  20.624  99.999   0.488  99.999  99
 728.0  1386.9  20.625  99.999   0.339  99.999  99
 630.5  1201.9  20.626  99.999   0.244  99.999  99
 855.9  1221.4  20.626  99.999   0.380   0.524  99
 975.5  1431.9  20.626  99.999   0.385   0.657  99
 842.5  1068.8  20.626  99.999   0.396   0.357  99
1700.8   980.2  20.627  99.999   0.441   0.548  99
 727.1   975.7  20.627  99.999   0.583   0.461  99
1484.1  1032.6  20.629  99.999   0.348   0.601  99
1501.6  1235.2  20.629   0.334   0.445   0.561  99
 799.9  1123.2  20.629  99.999   0.494   0.782  99
1155.2  1230.5  20.629  99.999   0.252   0.749  99
1558.3   854.3  20.630  99.999   0.376   0.704  99
1229.7  1000.8  20.631  99.999  99.999   0.397  99
1654.6  1155.2  20.631  99.999  99.999   0.736  99
1336.9  1023.7  20.631  99.999   0.489  99.999  99
1177.3  2178.7  20.631  -0.361   0.390  99.999  99
 553.7  1145.3  20.632  99.999   0.417   0.592  99
1225.9  1110.2  20.632  99.999   0.463   0.540  99
1258.9  1278.1  20.632  99.999   0.441   0.459  99
 994.6  1504.7  20.634  99.999   0.413   0.611  99
1375.8  1169.0  20.634  99.999   0.418   0.577  99
1323.2   859.2  20.634  99.999   0.465   0.487  99
 788.6  2091.3  20.634  99.999  99.999   0.691  99
1319.2  1110.7  20.634  99.999   0.449  99.999  99
 816.5   776.7  20.634  99.999   0.375   0.588  99
 422.5  1414.3  20.634  -0.317   0.429   0.583  99
1261.7  1403.2  20.635  99.999   0.519  99.999  99
1175.7  1345.0  20.635  99.999   0.315   0.437  99
 912.0   848.2  20.635  99.999   0.407   0.480  99
1008.3   918.1  20.635  99.999   0.454   0.559  99
1024.7  1360.1  20.635  99.999   0.347   0.573  99
 644.9  1321.1  20.636  99.999   0.506   0.498  99
 953.8  1721.1  20.636  99.999   0.448   0.558  99
1105.5  1324.2  20.636  99.999   0.566   0.556  99
1296.5  1826.7  20.636  99.999  99.999   0.399  99
 922.2  1128.6  20.637  99.999   0.468   0.537  99
1237.3  1529.3  20.637  99.999   0.438   0.590  99
 779.3  1383.6  20.637  99.999   0.421   0.571  99
1175.6  1418.7  20.637  99.999   0.388  99.999  99
1489.5  1636.7  20.638  99.999   0.411   0.622  99
1665.1   131.0  20.639  99.999  99.999   0.598  99
1142.6  1357.3  20.639  99.999   0.485   0.668  99
 885.6  1138.7  20.639  99.999   0.667   0.594  99
 782.3  1315.6  20.640  99.999   0.535   0.548  99
1273.9  1272.8  20.640  99.999   0.384   0.700  99
 896.0  1175.5  20.640  99.999   0.396   0.395  99
 622.8  1673.7  20.640  99.999   0.389   0.635  99
 865.9   497.4  20.641  99.999   0.401   0.637  99
1250.4   975.5  20.641  99.999   0.574   0.598  99
1129.9  1338.4  20.641  99.999   0.567   0.500  99
1341.3   816.9  20.641  99.999   0.437   0.711  99
 878.1  1252.9  20.642  99.999   0.417  99.999  99
 835.9   883.0  20.642  99.999   0.454   0.584  99
1273.5  1051.6  20.643  99.999   0.384  99.999  99
 856.6   956.8  20.643  99.999   0.504   0.558  99
1490.2   902.6  20.643  99.999   0.404   0.585  99
1092.8  1316.5  20.643  -0.235   0.301   0.639  99
1178.1   786.5  20.643  99.999   0.452   0.607  99
 980.8   891.5  20.643  99.999   0.480   0.531  99
1090.4   895.5  20.643  99.999   0.291   0.772  99
1393.5  1262.3  20.645  99.999   0.462  99.999  99
 856.8  1170.3  20.645  99.999   0.411   0.623  99
1420.1  1329.2  20.645  99.999   0.458   0.524  99
 936.5  1437.0  20.646  99.999   0.557   0.602  99
1354.2  1302.4  20.646  99.999  99.999   0.542  99
1429.0  1208.0  20.646  99.999   0.456   0.640  99
1262.7  1415.8  20.647  99.999   0.461   0.332  99
1117.0  1522.8  20.648  99.999   0.412   0.569  99
1039.5   641.2  20.648  99.999   0.499   0.627  99
1048.5  1690.5  20.648  -0.252   0.383   0.574  99
1494.5  1347.4  20.648  99.999   0.561  99.999  99
1045.6   905.9  20.649  99.999  99.999   0.505  99
1023.6   889.6  20.649  99.999  99.999   0.416  99
1291.5  1039.4  20.649  99.999   0.239   0.446  99
1063.1   979.9  20.649  99.999   0.573   0.788  99
 944.1   900.6  20.650  99.999   0.458   0.679  99
1314.2   610.7  20.650  99.999   0.381   0.568  99
 634.3   204.9  20.650  99.999  99.999   1.060  99
 837.4  1640.8  20.651  99.999  99.999   0.586  99
 827.3  1511.6  20.651  99.999   0.427  99.999  99
 853.4  1654.4  20.651  99.999   0.505   0.529  99
 645.8  1135.7  20.652  99.999   0.464   0.736  99
1078.4  1026.5  20.652  99.999  99.999   0.780  99
1099.6  1347.1  20.652  99.999   0.490   0.837  99
 775.2   972.5  20.654  99.999   0.414   0.600  99
1291.9   984.8  20.654  99.999   0.424  99.999  99
1218.7   767.4  20.654  99.999   0.447   0.608  99
 753.8  1566.8  20.655  -0.109   0.419   0.624  99
1166.5   891.1  20.655  99.999   0.505   0.668  99
1183.2  1519.4  20.655  99.999   0.515   0.663  99
1150.3   640.5  20.655  99.999   0.411  99.999  99
1412.0  1231.5  20.655  99.999   0.525   0.630  99
1257.1  1092.4  20.655  99.999   0.336  99.999  99
 861.2  1517.8  20.660  99.999   0.472  99.999  99
 676.4  1101.9  20.661  99.999   0.423   0.767  99
 800.7  1081.6  20.661  -0.398   0.438   0.552  99
